accession	domain	order	family	genus	species	name	locus
GCF_000709415.1	Bac	1385	90964	1279	1288	Staphylococcus_xylosus	['NZ_CP008724']
GCF_000186585.1	Bac	135623	641	662	672	Vibrio_vulnificus	['NC_014965', 'NC_014966']
GCF_002211865.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP022139', 'NZ_CP022140', 'NZ_CP022141']
GCF_000816145.1	Bac	2419	188709	1643951	57487	Pseudothermotoga_hypogea	['NZ_CP007141']
GCF_002002925.1	Bac	204457	41297	13687	1938607	Sphingomonas_sp._LM7	['NZ_CP019511']
GCF_001985645.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011203']
GCF_001880285.1	Bac	200644	49546	NO RANK	1150389	Flavobacteriaceae_bacterium_UJ101	['NZ_CP016269']
GCF_001482365.1	Bac	85006	1268	57493	446860	Kocuria_flava	['NZ_CP013254', 'NZ_CP013255', 'NZ_CP013256', 'NZ_CP013257', 'NZ_CP013258']
GCF_002025645.1	Bac	85006	85023	2034	69373	Curtobacterium_pusillum	['NZ_CP018783', 'NZ_CP018784']
GCF_001896065.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NZ_CP018137']
GCF_003325155.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP030211', 'NZ_CP030212', 'NZ_CP030213']
GCF_001990245.1	Bac	1385	186817	1386	1392	Bacillus_anthracis	['NZ_CP019588', 'NZ_CP019589']
GCF_003369735.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP030913', 'NZ_CP030914']
GCF_000279145.1	Bac	795748	1334117	1134403	1134405	Melioribacter_roseus	['NC_018178']
GCF_002761835.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP024090']
GCF_000455605.1	Bac	200644	49546	237	312277	Flavobacterium_indicum	['NC_017025']
GCF_002237305.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP012379']
GCF_900236545.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_LT962934', 'NZ_LT962935']
GCF_003143535.1	Bac	768507	89373	1664383	2183547	Pseudarcicella_sp._HME7025	['NZ_CP029346']
GCF_900478065.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483465']
GCF_000576165.1	Bac	204457	41297	541	542	Zymomonas_mobilis	['NZ_CP003715', 'NZ_CP003716', 'NZ_CP003717', 'NZ_CP003718', 'NZ_CP003719']
GCF_000750415.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP009084']
GCF_900004855.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LN854556']
GCF_000019405.1	Bac	135625	712	214906	731	Histophilus_somni	['NC_010519']
GCF_001362095.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LT904867']
GCF_003812165.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP033771', 'NZ_CP033772', 'NZ_CP033773']
GCF_000487775.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007533']
GCF_000243135.2	Bac	186802	186807	36853	233055	Desulfitobacterium_dichloroeliminans	['NC_019903']
GCF_900475035.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_LS483338']
GCF_001022215.1	Bac	91347	1903411	613	615	Serratia_marcescens	['NZ_CP011642', 'NZ_CP011641', 'NZ_CP011637', 'NZ_CP011638', 'NZ_CP011640', 'NZ_CP011639']
GCF_001677075.2	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP016030', 'NZ_CP016031']
GCF_000829235.1	Bac	NO RANK	NO RANK	NO RANK	718217	cyanobacterium_endosymbiont_of_Epithemia_turgida	['NZ_AP012549']
GCF_000187705.1	Bac	91347	1903411	34037	741091	Rahnella_sp._Y9602	['NC_015061', 'NC_015062', 'NC_015063']
GCF_900618585.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NZ_LR129844']
GCF_002012145.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP019008', 'NZ_CP019007', 'NZ_CP019006']
GCF_002310715.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP023383', 'NZ_CP023384', 'NZ_CP023385']
GCF_003316955.1	Bac	186826	33958	1578	1624	Lactobacillus_salivarius	['NZ_CP029616']
GCF_000092225.1	Bac	85007	85028	2060	2061	Tsukamurella_paurometabola	['NC_014158', 'NC_014159']
GCF_001752725.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP015926']
GCF_900474965.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_LS483345']
GCF_003425985.1	Bac	200644	49546	527198	2027857	Mariniflexile_sp._TRM1-10	['NZ_CP022985']
GCF_000025345.1	Bac	1643682	85030	1860	1861	Geodermatophilus_obscurus	['NC_013757']
GCF_000010165.1	Bac	1385	186822	55080	1393	Brevibacillus_brevis	['NC_012491']
GCF_001304795.1	Bac	204457	41297	72173	1634516	Citromicrobium_sp._JL477	['NZ_CP011344']
GCF_000191925.1	Bac	51291	809	810	83554	Chlamydia_psittaci	['NC_015470', 'NC_015217']
GCF_000785105.2	Bac	186826	33958	1578	1138822	Lactobacillus_curieae	['NZ_CP018906']
GCF_001719145.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP017020', 'NZ_CP017021', 'NZ_CP017022', 'NZ_CP017023']
GCF_000827125.1	Bac	69541	213422	392332	483547	Geoalkalibacter_subterraneus	['NZ_CP010311', 'NZ_CP010312']
GCF_900636945.1	Bac	1385	186817	1386	1783501	Bacillus_freudenreichii	['NZ_LR134328']
GCF_003851165.1	Bac	72274	135621	286	587753	Pseudomonas_chlororaphis	['NZ_CP027715']
GCF_001362335.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LT904886']
GCF_000255195.1	Bac	85007	1653	1716	1717	Corynebacterium_diphtheriae	['NC_016788']
GCF_000019925.1	Bac	80840	119060	32008	152480	Burkholderia_ambifaria	['NC_010551', 'NC_010552', 'NC_010557', 'NC_010553']
GCF_000831545.1	Bac	766	775	780	783	Rickettsia_rickettsii	['NZ_CP006010']
GCF_900635775.1	Bac	135625	712	292486	762	Avibacterium_volantium	['NZ_LR134167']
GCF_000007925.1	Bac	1890424	1213	1218	1219	Prochlorococcus_marinus	['NC_005042']
GCF_000419385.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NC_021726', 'NC_021727', 'NC_021728']
GCF_001717565.1	Bac	85009	31957	1743	671223	Propionibacterium_sp._oral_taxon_193	['NZ_CP017040', 'NZ_CP017041']
GCF_900639625.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_LR135408', 'NZ_LR135409', 'NZ_LR135410', 'NZ_LR135411', 'NZ_LR135412', 'NZ_LR135413']
GCF_001106745.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LT904881']
GCF_003798105.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP033684']
GCF_001641305.1	Bac	186826	81852	1350	1354	Enterococcus_hirae	['NZ_CP015516', 'NZ_CP015517']
GCF_000021685.1	Bac	189776	189777	499	500	Thermomicrobium_roseum	['NC_011959', 'NC_011961']
GCF_002952135.1	Bac	206351	1499392	535	1108595	Chromobacterium_vaccinii	['NZ_CP022344']
GCF_000816845.1	Bac	356	82115	379	56730	Rhizobium_gallicum	['NZ_CP006877', 'NZ_CP006878', 'NZ_CP006879', 'NZ_CP006880']
GCF_002290205.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP023166', 'NZ_CP023167']
GCF_001988335.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013090']
GCF_002213745.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP007194']
GCF_001653395.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NZ_CP011483']
GCF_003860285.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP034192']
GCF_003382895.1	Bac	135614	32033	338	347	Xanthomonas_oryzae	['NZ_CP031462']
GCF_002761155.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP018648', 'NZ_CP018649', 'NZ_CP018650']
GCF_001865515.1	Bac	213849	72294	194	195	Campylobacter_coli	['NZ_CP017873', 'NZ_CP017874']
GCF_900478265.1	Bac	135625	712	416916	732	Aggregatibacter_aphrophilus	['NZ_LS483485']
GCF_001932815.1	Bac	72273	135616	1237	1238	Piscirickettsia_salmonis	['NZ_CP013781', 'NZ_CP013782', 'NZ_CP013783', 'NZ_CP013784', 'NZ_CP013785']
GCF_001704355.1	Bac	80840	506	517	518	Bordetella_bronchiseptica	['NZ_CP016431']
GCF_001985545.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011198']
GCF_000350205.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NC_020559']
GCF_900574125.1	Bac	204455	31989	1649279	379347	Epibacterium_mobile	['NZ_LR027553', 'NZ_LR027554', 'NZ_LR027555', 'NZ_LR027556']
GCF_001985945.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP012087']
GCF_000316645.1	Bac	1161	1162	1177	28072	Nostoc_sp._PCC_7524	['NC_019684', 'NC_019677', 'NC_019685']
GCF_003957315.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP034486']
GCF_003410275.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP031609', 'NZ_CP031610']
GCF_001987715.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011753']
GCF_001566615.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP014495', 'NZ_CP014496']
GCF_003718715.1	Bac	186802	31979	1485	2483110	Clostridium_sp._JN-1	['NZ_CP033465']
GCF_000192845.1	Bac	200666	84566	28453	743722	Sphingobacterium_sp._21	['NC_015277']
GCF_001941925.1	Bac	1385	186817	1386	1396	Bacillus_cereus	['NZ_CP018935', 'NZ_CP018936']
GCF_003586385.1	Bac	85007	1762	670516	36809	Mycobacteroides_abscessus	['NZ_CP030860']
GCF_001986575.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011696']
GCF_003261955.2	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP033396', 'NZ_CP033392', 'NZ_CP033393', 'NZ_CP033394', 'NZ_CP033395']
GCF_000014385.1	Bac	186826	81850	46254	1247	Oenococcus_oeni	['NC_008528']
GCF_000023105.1	Bac	85006	125316	84756	84757	Beutenbergia_cavernae	['NC_012669']
GCF_001483405.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP013722']
GCF_001484005.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP012122', 'NZ_CP012123', 'NZ_CP012124']
GCF_000590865.2	Bac	356	82115	34019	34021	Candidatus_Liberibacter_asiaticus	['NZ_CP010804']
GCF_002859945.1	Bac	80840	506	517	35814	Bordetella_holmesii	['NZ_CP018894']
GCF_900322585.1	Bac	186826	33958	1578	1584	Lactobacillus_delbrueckii	['NZ_LS991409']
GCF_000009545.1	Bac	186826	1300	1301	1349	Streptococcus_uberis	['NC_012004']
GCF_003193705.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP029675', 'NZ_CP029674']
GCF_002055965.1	Bac	1385	186817	1386	1423	Bacillus_subtilis	['NZ_CP020102', 'NZ_CP020103']
GCF_001515765.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP012012']
GCF_002140055.1	Bac	135623	641	662	680	Vibrio_campbellii	['NZ_CP020076', 'NZ_CP020077', 'NZ_CP020078', 'NZ_CP020079', 'NZ_CP020080', 'NZ_CP020081']
GCF_001022035.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP011578', 'NZ_CP011577', 'NZ_CP011576', 'NZ_CP011575']
GCF_001865395.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP017862']
GCF_001987615.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011748']
GCF_001518875.1	Bac	1385	186817	1386	1396	Bacillus_cereus	['NZ_CP011145', 'NZ_CP011146']
GCF_002078935.1	Bac	186826	1300	1357	1358	Lactococcus_lactis	['NZ_CP015901', 'NZ_CP016737', 'NZ_CP016738', 'NZ_CP016739', 'NZ_CP016740', 'NZ_CP016741']
GCF_000750375.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP009093']
GCF_000830925.1	Bac	1202465	1202464	61434	61435	Dehalococcoides_mccartyi	['NZ_CP006949']
GCF_003355195.1	Bac	206351	481	482	489	Neisseria_polysaccharea	['NZ_CP031325']
GCF_003428355.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP031702']
GCF_001655415.1	Bac	51291	809	810	813	Chlamydia_trachomatis	['NZ_CP015298', 'NZ_CP015299']
GCF_003667725.1	Bac	356	82115	357	1176649	Agrobacterium_fabrum	['NZ_CP033022', 'NZ_CP033023', 'NZ_CP033024', 'NZ_CP033025', 'NZ_CP033026']
GCF_002288185.1	Bac	2039638	2162846	622681	1884907	Candidatus_Planktophila_vernalis	['NZ_CP016776']
GCF_002504125.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP022658', 'NZ_CP022659', 'NZ_CP022660']
GCF_001605365.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP010250']
GCF_001664425.1	Bac	356	82115	379	396	Rhizobium_phaseoli	['NZ_CP013557', 'NZ_CP013558', 'NZ_CP013559', 'NZ_CP013560', 'NZ_CP013561', 'NZ_CP013562']
GCF_000417265.2	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP011985', 'NZ_CP011986', 'NZ_CP011988', 'NZ_CP011987']
GCF_002448015.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP023630']
GCF_003226875.1	Bac	200644	39782	34098	164514	Blattabacterium_punctulatus	['NZ_CP029818', 'NZ_CP029819']
GCF_000367405.1	Bac	766	775	780	782	Rickettsia_prowazekii	['NC_020993']
GCF_003606285.1	Bac	136	1643685	138	229155	Borrelia_turcica	['NZ_CP028884', 'NZ_CP028888', 'NZ_CP028885', 'NZ_CP028891', 'NZ_CP028886', 'NZ_CP028887', 'NZ_CP028890', 'NZ_CP028889']
GCF_001277275.1	Bac	91347	543	413496	28141	Cronobacter_sakazakii	['NZ_CP012253', 'NZ_CP012254', 'NZ_CP012255', 'NZ_CP012256']
GCF_900638175.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_LR134496']
GCF_000347675.2	Bac	204457	41297	13687	745310	Sphingomonas_sp._MM-1	['NC_020561', 'NC_020542', 'NC_020562', 'NC_020543', 'NC_020544', 'NC_020563']
GCF_900475175.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_LS483360']
GCF_003667905.1	Bac	356	82115	357	358	Agrobacterium_tumefaciens	['NZ_CP033031', 'NZ_CP033032', 'NZ_CP033033']
GCF_000011725.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NC_017382']
GCF_001605135.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP010961']
GCF_001900495.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP010117', 'NZ_CP010118']
GCF_001506985.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP010460']
GCF_000815085.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP010296']
GCF_002952755.1	Bac	NO RANK	NO RANK	NO RANK	2056494	Candidatus_Saccharibacteria_bacterium_YM_S32_TM7_50_20	['NZ_CP025011']
GCF_002192215.1	Bac	186826	33958	1578	1582	Lactobacillus_casei	['NZ_CP017065']
GCF_002163545.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP014542']
GCF_000092105.1	Bac	112	126	1649480	120	Planctopirus_limnophila	['NC_014148', 'NC_014149']
GCF_000238195.1	Bac	356	118882	234	36855	Brucella_canis	['NC_016778', 'NC_016796']
GCF_000512355.1	Bac	118969	444	445	29423	Legionella_oakridgensis	['NZ_CP004006', 'NZ_CP004007']
GCF_003627095.1	Bac	186826	1300	1357	2419773	Lactococcus_sp._1JSPR-7	['NZ_CP032627', 'NZ_CP032628', 'NZ_CP032629']
GCF_000590555.1	Bac	85007	1653	1716	42817	Corynebacterium_argentoratense	['NC_022198']
GCF_000022865.1	Bac	1385	186817	1386	1392	Bacillus_anthracis	['NC_012659', 'NC_012656', 'NC_012655']
GCF_003031875.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP025218']
GCF_000344355.2	Bac	72274	135621	286	317	Pseudomonas_syringae	['NZ_CP012179', 'NZ_CP012180']
GCF_001936415.1	Bac	186826	1300	1301	1307	Streptococcus_suis	['NZ_CP018908']
GCF_003343265.1	Bac	85006	1268	1645	1646	Renibacterium_salmoninarum	['NZ_CP029237']
GCF_003925935.1	Bac	2085	2092	2093	2113	Mycoplasma_californicum	['NZ_AP018940']
GCF_000940935.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007216']
GCF_002302635.1	Bac	200644	49546	1016	1848904	Capnocytophaga_stomatis	['NZ_CP022387']
GCF_001050475.1	Bac	186826	33958	1578	1007676	Lactobacillus_ginsenosidimutans	['NZ_CP012034']
GCF_001922165.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP013685']
GCF_002906495.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NZ_CP026325']
GCF_003287145.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP019611']
GCF_000218565.1	Bac	356	41294	40136	40137	Oligotropha_carboxidovorans	['NC_015684', 'NC_015689', 'NC_015685']
GCF_001951235.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP007188']
GCF_001481725.1	Bac	186802	186806	1730	1736	Eubacterium_limosum	['NZ_CP011914']
GCF_001148125.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LT905088']
GCF_003255855.1	Bac	1385	186822	44249	189426	Paenibacillus_odorifer	['NZ_CP021965']
GCF_001855295.1	Bac	204455	31989	92944	92945	Ketogulonicigenium_vulgare	['NZ_CP017622']
GCF_002290185.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP023174', 'NZ_CP023175', 'NZ_CP023176', 'NZ_CP023177', 'NZ_CP023178']
GCF_000085225.1	Bac	186802	186804	1870884	1496	Clostridioides_difficile	['NC_013315']
GCF_000447675.1	Bac	136	137	157	409322	Treponema_pedis	['NC_022097']
GCF_003071425.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP020484', 'NZ_CP020485', 'NZ_CP020486', 'NZ_CP020487']
GCF_000092785.1	Bac	1963360	92714	71666	71667	Waddlia_chondrophila	['NC_014225', 'NC_014226']
GCF_002302655.1	Bac	200644	49546	1016	28188	Capnocytophaga_canimorsus	['NZ_CP022389']
GCF_002968775.1	Bac	91347	1903414	581	582	Morganella_morganii	['NZ_CP027177']
GCF_003609975.1	Bac	186826	1300	1301	1917441	Streptococcus_ruminantium	['NZ_AP018400']
GCF_003429285.1	Bac	135622	72275	288793	2303538	Salinimonas_sp._N102	['NZ_CP031769']
GCF_002393445.1	Bac	91347	543	158483	158822	Cedecea_neteri	['NZ_CP023525', 'NZ_CP023526']
GCF_000496265.1	Bac	186826	33958	1253	1255	Pediococcus_pentosaceus	['NC_022780']
GCF_001469565.1	Bac	85009	31957	1912216	1747	Cutibacterium_acnes	['NZ_CP012355', 'NZ_CP012356']
GCF_002148195.1	Bac	85007	1762	1763	1767	Mycobacterium_intracellulare	['NZ_CP015965']
GCF_001956755.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP019117']
GCF_003571705.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP032207', 'NZ_CP032206', 'NZ_CP032208', 'NZ_CP032209', 'NZ_CP032210', 'NZ_CP032211', 'NZ_CP032212']
GCF_001718875.1	Bac	80840	119060	32008	1740163	Burkholderia_sp._Bp7605	['NZ_CP013448', 'NZ_CP013449']
GCF_000817025.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NZ_CP010013']
GCF_002906475.1	Bac	135623	641	662	680	Vibrio_campbellii	['NZ_CP026321', 'NZ_CP026322']
GCF_000961415.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP009028', 'NZ_CP009026', 'NZ_CP009027']
GCF_001854185.1	Bac	186802	31979	1485	1497	Clostridium_formicaceticum	['NZ_CP017603']
GCF_002285575.1	Bac	135625	712	75984	75985	Mannheimia_haemolytica	['NZ_CP023044', 'NZ_CP023045']
GCF_000494915.1	Bac	72274	135621	286	69328	Pseudomonas_sp._VLB120	['NC_022738', 'NC_022739']
GCF_002386385.1	Bac	91347	543	544	67827	Citrobacter_werkmanii	['NZ_CP023504']
GCF_002759275.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP020979', 'NZ_CP020980']
GCF_002355475.1	Bac	72274	135621	286	1149133	Pseudomonas_furukawaii	['NZ_AP014862', 'NZ_AP014863']
GCF_001618845.1	Bac	356	69277	68287	39645	Mesorhizobium_ciceri	['NZ_CP015064', 'NZ_CP015065']
GCF_001019675.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP007561']
GCF_003812865.1	Bac	200644	49546	59732	253	Chryseobacterium_indologenes	['NZ_CP033828']
GCF_001746635.1	Bac	135614	32033	338	347	Xanthomonas_oryzae	['NZ_CP013674']
GCF_002156765.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP020847', 'NZ_CP020848', 'NZ_CP020851', 'NZ_CP020852', 'NZ_CP020850', 'NZ_CP020849']
GCF_003018395.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP027591', 'NZ_CP027589', 'NZ_CP027590', 'NZ_CP027592']
GCF_001542775.1	Bac	85006	85023	518733	412690	Microterricola_viridarii	['NZ_CP014145']
GCF_002072065.1	Bac	1385	186817	129337	33940	Geobacillus_thermodenitrificans	['NZ_CP017694']
GCF_000831585.1	Bac	72274	135621	286	70775	Pseudomonas_plecoglossicida	['NZ_CP010359']
GCF_002859865.1	Bac	80840	506	517	35814	Bordetella_holmesii	['NZ_CP018891']
GCF_001886455.1	Bac	135622	72275	226	314275	Alteromonas_mediterranea	['NZ_CP018026']
GCF_003368125.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP012213']
GCF_003813065.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP033841']
GCF_003367885.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP031214']
GCF_000008945.1	Bac	85004	31953	1678	216816	Bifidobacterium_longum	['NC_010816', 'NC_004252', 'NC_004253']
GCF_000442415.1	Bac	91347	543	590	28901	Salmonella_enterica	['NC_021902']
GCF_003147545.1	Bac	85011	2062	1883	1908	Streptomyces_globisporus	['NZ_CP029361', 'NZ_CP029362', 'NZ_CP029363']
GCF_000330485.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP012347', 'NZ_CP012348']
GCF_004008475.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP025353']
GCF_000988705.1	Bac	72274	468	475	386891	Moraxella_bovoculi	['NZ_CP011379']
GCF_001543325.1	Bac	200644	49546	358023	1622118	Lutibacter_profundi	['NZ_CP013355']
GCF_001318385.1	Bac	1890424	1890428	1142	1148	Synechocystis_sp._PCC_6803	['NZ_CP012832']
GCF_003004155.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP021267']
GCF_002082665.1	Bac	72274	468	469	106654	Acinetobacter_nosocomialis	['NZ_CP020588', 'NZ_CP020587']
GCF_000021265.1	Bac	2085	2092	2129	2130	Ureaplasma_urealyticum	['NC_011374']
GCF_002075105.1	Bac	186826	33958	1578	83683	Lactobacillus_amylolyticus	['NZ_CP020457', 'NZ_CP020458']
GCF_002101275.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP020774']
GCF_002287905.1	Bac	186826	33958	1578	1596	Lactobacillus_gasseri	['NZ_CP006803', 'NZ_CP008839', 'NZ_CP008840']
GCF_001938665.1	Bac	1385	186817	1386	561879	Bacillus_safensis	['NZ_CP015607', 'NZ_CP015608', 'NZ_CP015609']
GCF_002903305.1	Bac	91347	543	544	2077149	Citrobacter_freundii_complex_sp._CFNIH9	['NZ_CP026238', 'NZ_CP026240', 'NZ_CP026241', 'NZ_CP026242', 'NZ_CP026239']
GCF_003146685.1	Bac	91347	543	570	1463165	Klebsiella_quasipneumoniae	['NZ_CP029443', 'NZ_CP029441', 'NZ_CP029440', 'NZ_CP029438', 'NZ_CP029442', 'NZ_CP029439']
GCF_001900775.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP010160', 'NZ_CP010161', 'NZ_CP010162']
GCF_002952315.1	Bac	91347	1903409	551	79967	Erwinia_pyrifoliae	['NZ_CP023567', 'NZ_CP023568']
GCF_900636295.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_LR134247']
GCF_000087965.2	Bac	135614	32033	338	29447	Xanthomonas_albilineans	['NC_013722', 'NC_017557', 'NC_017556', 'NC_017555']
GCF_000011925.1	Bac	1385	90964	1279	1282	Staphylococcus_epidermidis	['NC_002976', 'NC_006663']
GCF_002838725.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP023199']
GCF_002176815.1	Bac	80840	80864	12916	1858609	Acidovorax_sp._T1	['NZ_CP021648', 'NZ_CP021649', 'NZ_CP021650', 'NZ_CP021651']
GCF_000020645.1	Bac	191411	191412	1099	34090	Pelodictyon_phaeoclathratiforme	['NC_011060']
GCF_000961235.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP009001', 'NZ_CP008999', 'NZ_CP009000']
GCF_002591175.1	Bac	1385	90964	1279	29388	Staphylococcus_capitis	['NZ_CP023966', 'NZ_CP023967']
GCF_003851705.1	Bac	72274	135621	286	1173273	Pseudomonas_sp._R2-37-08W	['NZ_CP027728']
GCF_003815735.1	Bac	200644	49546	59732	1241982	Chryseobacterium_nakagawai	['NZ_CP033923']
GCF_900635185.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_LR134079']
GCF_000298115.2	Bac	186826	33958	1578	1581	Lactobacillus_buchneri	['NC_018610', 'NC_016035', 'NC_016034', 'NC_018611']
GCF_002356575.1	Bac	1385	186817	1386	1392	Bacillus_anthracis	['NZ_AP014833', 'NZ_AP014834', 'NZ_AP014835']
GCF_003288435.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP030327']
GCF_003719235.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029942', 'NZ_CP029941']
GCF_001885255.2	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP018140', 'NZ_CP018313', 'NZ_CP018318', 'NZ_CP018315', 'NZ_CP018316', 'NZ_CP018317', 'NZ_CP018314']
GCF_000715155.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007804', 'NZ_CP008745']
GCF_001969445.1	Bac	85006	85020	43668	1903186	Brachybacterium_sp._P6-10-X1	['NZ_CP017297']
GCF_001449005.1	Bac	80840	119060	1822464	75105	Paraburkholderia_caribensis	['NZ_CP013102', 'NZ_CP013104', 'NZ_CP013103', 'NZ_CP013105']
GCF_003351605.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_CP031237']
GCF_001753485.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP017444', 'NZ_CP017445']
GCF_001885175.1	Bac	51291	809	810	813	Chlamydia_trachomatis	['NZ_CP018052', 'NZ_CP018053']
GCF_000015305.1	Bac	85007	1762	1866885	110539	Mycolicibacterium_vanbaalenii	['NC_008726']
